closed_issues,commits,created_at,description,forks,history,inner_source,is_nvidia,latest_release.published_at,latest_release.tag_name,license,name,open_days,open_issues,open_prs,openrank,openrank_data,pushed_at,quadrant,rank,ring,stars,status,topics,url
0,0,2020-01-23T18:35:18Z,"<a href=""https://github.com/deepspeedai/DeepSpeed"">deepspeedai/DeepSpeed</a>: DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and effective.",4421,[],FALSE,FALSE,,,Apache License 2.0,deepspeedai/DeepSpeed,1971,0,0,95.21,"{""2020"": 234.74, ""2021"": 526.53, ""2022"": 545.3, ""2023"": 1198.04, ""2024"": 983.42, ""2025"": 283.86, ""2020-02"": 6.47, ""2020-03"": 14.25, ""2020-04"": 14.03, ""2020-05"": 14.55, ""2020-06"": 18.61, ""2020-07"": 18.09, ""2020-08"": 17.99, ""2020-09"": 28.41, ""2020-10"": 29.01, ""2020-11"": 36.61, ""2020-12"": 36.71, ""2021-01"": 40.58, ""2021-02"": 42.79, ""2021-03"": 45.69, ""2021-04"": 48.68, ""2021-05"": 46.93, ""2021-06"": 44.33, ""2021-07"": 44.87, ""2021-08"": 42.93, ""2021-09"": 42.51, ""2021-10"": 43, ""2021-11"": 43.35, ""2021-12"": 43.16, ""2022-01"": 40.07, ""2022-02"": 34.49, ""2022-03"": 39.46, ""2022-04"": 39.84, ""2022-05"": 37.9, ""2022-06"": 39.44, ""2022-07"": 44.69, ""2022-08"": 53.2, ""2022-09"": 49.95, ""2022-10"": 48.93, ""2022-11"": 54.05, ""2022-12"": 63.27, ""2023-01"": 66.48, ""2023-02"": 74.32, ""2023-03"": 91.44, ""2023-04"": 110.14, ""2023-05"": 119.96, ""2023-06"": 118.99, ""2023-07"": 113.38, ""2023-08"": 106.5, ""2023-09"": 108.65, ""2023-10"": 104.12, ""2023-11"": 96.54, ""2023-12"": 87.54, ""2024-01"": 95.17, ""2024-02"": 90.03, ""2024-03"": 86.39, ""2024-04"": 96.7, ""2024-05"": 82.46, ""2024-06"": 80.09, ""2024-07"": 76.87, ""2024-08"": 77.51, ""2024-09"": 73.38, ""2024-10"": 71.57, ""2024-11"": 75.53, ""2024-12"": 77.71, ""2025-01"": 65.48, ""2025-02"": 64.86, ""2025-03"": 58.31, ""2025-04"": 50.25, ""2025-05"": 44.96, ""2021-10-raw"": 40.7, ""2020Q1"": 20.73, ""2020Q2"": 47.19, ""2020Q3"": 64.49, ""2020Q4"": 102.33, ""2021Q1"": 129.06, ""2021Q2"": 139.94, ""2021Q3"": 130.31, ""2021Q4"": 127.22, ""2022Q1"": 114.03, ""2022Q2"": 117.19, ""2022Q3"": 147.84, ""2022Q4"": 166.25, ""2023Q1"": 232.24, ""2023Q2"": 349.08, ""2023Q3"": 328.53, ""2023Q4"": 288.19, ""2024Q1"": 271.58, ""2024Q2"": 259.25, ""2024Q3"": 227.76, ""2024Q4"": 224.82, ""2025Q1"": 188.65, ""2025Q2"": 95.22}",2025-06-17T03:36:10Z,Framework,12,Assess,38918,New,"billion-parameters, compression, data-parallelism, deep-learning, gpu, inference, machine-learning, mixture-of-experts, model-parallelism, pipeline-parallelism, pytorch, trillion-parameters, zero",https://github.com/deepspeedai/DeepSpeed
0,0,2023-07-30T02:20:13Z,"<a href=""https://github.com/OpenRLHF/OpenRLHF"">OpenRLHF/OpenRLHF</a>: An Easy-to-use, Scalable and High-performance RLHF Framework based on Ray (PPO & GRPO & REINFORCE++ & vLLM & Ray & Dynamic Sampling & Async Agent RL)",687,[],FALSE,FALSE,,,Apache License 2.0,OpenRLHF/OpenRLHF,688,0,0,77.75,"{""2023"": 51.52, ""2024"": 256.55, ""2025"": 198.54, ""2023-07"": 1.52, ""2023-08"": 5.87, ""2023-09"": 7.6, ""2023-10"": 10.34, ""2023-11"": 10.76, ""2023-12"": 15.43, ""2024-01"": 18.27, ""2024-02"": 19.83, ""2024-03"": 18.84, ""2024-04"": 17.62, ""2024-05"": 15.47, ""2024-06"": 18.49, ""2024-07"": 25.03, ""2024-08"": 25.21, ""2024-09"": 16.7, ""2024-10"": 18.09, ""2024-11"": 27.54, ""2024-12"": 35.46, ""2025-01"": 34.84, ""2025-02"": 38.98, ""2025-03"": 46.97, ""2025-04"": 43.59, ""2025-05"": 34.16, ""2023Q3"": 14.99, ""2023Q4"": 36.53, ""2024Q1"": 56.94, ""2024Q2"": 51.58, ""2024Q3"": 66.94, ""2024Q4"": 81.09, ""2025Q1"": 120.79, ""2025Q2"": 77.75}",2025-06-17T05:39:02Z,Framework,13,Hold,7099,New,"large-language-models, openai-o1, proximal-policy-optimization, raylib, reinforcement-learning, reinforcement-learning-from-human-feedback, transformers, vllm",https://github.com/OpenRLHF/OpenRLHF
0,0,2019-04-15T07:40:18Z,"<a href=""https://github.com/alibaba/MNN"">alibaba/MNN</a>: MNN is a blazing fast, lightweight deep learning framework, battle-tested by business-critical use cases in Alibaba. Full multimodal LLM Android App:[MNN-LLM-Android](./apps/Android/MnnLlmChat/README.md). MNN TaoAvatar Android - Local 3D Avatar Intelligence: apps/Android/Mnn3dAvatar/README.md",1925,[],FALSE,FALSE,,,Apache License 2.0,alibaba/MNN,2255,0,0,64.7,"{""2019"": 251.97, ""2020"": 399.76, ""2021"": 256.88, ""2022"": 174.47, ""2023"": 251.2, ""2024"": 189.65, ""2025"": 143.91, ""2019-05"": 22.66, ""2019-06"": 21.87, ""2019-07"": 27.48, ""2019-08"": 31.27, ""2019-09"": 36.7, ""2019-10"": 36.2, ""2019-11"": 35.56, ""2019-12"": 40.23, ""2020-01"": 36.36, ""2020-02"": 30.14, ""2020-03"": 35.39, ""2020-04"": 29.77, ""2020-05"": 33.66, ""2020-06"": 36.37, ""2020-07"": 39.32, ""2020-08"": 42.37, ""2020-09"": 34.24, ""2020-10"": 24.48, ""2020-11"": 29.19, ""2020-12"": 28.48, ""2021-01"": 27.15, ""2021-02"": 21.9, ""2021-03"": 17.7, ""2021-04"": 20.68, ""2021-05"": 21.87, ""2021-06"": 24.86, ""2021-07"": 26.97, ""2021-08"": 27.81, ""2021-09"": 22.17, ""2021-10"": 20, ""2021-11"": 14.6, ""2021-12"": 17.65, ""2022-01"": 16.82, ""2022-02"": 15.74, ""2022-03"": 11.13, ""2022-04"": 7.66, ""2022-05"": 10.77, ""2022-06"": 12.74, ""2022-07"": 15.91, ""2022-08"": 15.53, ""2022-09"": 19.48, ""2022-10"": 14.34, ""2022-11"": 18.44, ""2022-12"": 15.92, ""2023-01"": 12.34, ""2023-02"": 19.09, ""2023-03"": 21.54, ""2023-04"": 22.99, ""2023-05"": 20.43, ""2023-06"": 25.67, ""2023-07"": 28.56, ""2023-08"": 27.05, ""2023-09"": 19.93, ""2023-10"": 19.4, ""2023-11"": 16.86, ""2023-12"": 17.35, ""2024-01"": 16.54, ""2024-02"": 15.71, ""2024-03"": 16.75, ""2024-04"": 16.53, ""2024-05"": 16.48, ""2024-06"": 17, ""2024-07"": 16.58, ""2024-08"": 17.5, ""2024-09"": 14.22, ""2024-10"": 13.13, ""2024-11"": 13.29, ""2024-12"": 15.91, ""2025-01"": 19.38, ""2025-02"": 28.82, ""2025-03"": 31, ""2025-04"": 26.74, ""2025-05"": 37.96, ""2021-10-raw"": 13.53, ""2019Q2"": 44.54, ""2019Q3"": 95.44, ""2019Q4"": 111.99, ""2020Q1"": 101.89, ""2020Q2"": 99.79, ""2020Q3"": 115.92, ""2020Q4"": 82.15, ""2021Q1"": 66.74, ""2021Q2"": 67.41, ""2021Q3"": 76.95, ""2021Q4"": 45.78, ""2022Q1"": 43.69, ""2022Q2"": 31.16, ""2022Q3"": 50.92, ""2022Q4"": 48.7, ""2023Q1"": 52.96, ""2023Q2"": 69.08, ""2023Q3"": 75.55, ""2023Q4"": 53.61, ""2024Q1"": 49, ""2024Q2"": 50.02, ""2024Q3"": 48.3, ""2024Q4"": 42.33, ""2025Q1"": 79.2, ""2025Q2"": 64.71}",2025-06-17T07:04:42Z,Framework,14,Hold,11826,New,"arm, convolution, deep-learning, embedded-devices, llm, machine-learning, ml, mnn, transformer, vulkan, winograd-algorithm",https://github.com/alibaba/MNN
0,0,2019-03-31T00:45:57Z,"<a href=""https://github.com/Lightning-AI/pytorch-lightning"">Lightning-AI/pytorch-lightning</a>: Pretrain, finetune ANY AI model of ANY size on multiple GPUs, TPUs with zero code changes.",3514,[],FALSE,FALSE,,,Apache License 2.0,Lightning-AI/pytorch-lightning,2270,0,0,49.16,"{""2019"": 228.07, ""2020"": 1970.33, ""2021"": 2244.97, ""2022"": 1834.46, ""2023"": 1209.32, ""2024"": 551.73, ""2025"": 113.54, ""2019-04"": 2.94, ""2019-06"": 2.38, ""2019-07"": 4.65, ""2019-08"": 31.06, ""2019-09"": 34.78, ""2019-10"": 44.1, ""2019-11"": 50.85, ""2019-12"": 57.29, ""2020-01"": 58.12, ""2020-02"": 67.3, ""2020-03"": 98.35, ""2020-04"": 123.15, ""2020-05"": 143.02, ""2020-06"": 159.49, ""2020-07"": 180.8, ""2020-08"": 199.24, ""2020-09"": 200.86, ""2020-10"": 239.63, ""2020-11"": 245.15, ""2020-12"": 255.21, ""2021-01"": 238.1, ""2021-02"": 219.75, ""2021-03"": 196.67, ""2021-04"": 184.78, ""2021-05"": 184.24, ""2021-06"": 180, ""2021-07"": 176.54, ""2021-08"": 184.33, ""2021-09"": 178.83, ""2021-10"": 176, ""2021-11"": 177.02, ""2021-12"": 159.33, ""2022-01"": 157.4, ""2022-02"": 164.17, ""2022-03"": 170.61, ""2022-04"": 164.8, ""2022-05"": 139.81, ""2022-06"": 129.32, ""2022-07"": 147.71, ""2022-08"": 166.69, ""2022-09"": 155.85, ""2022-10"": 155.06, ""2022-11"": 152.11, ""2022-12"": 130.92, ""2023-01"": 126.39, ""2023-02"": 122.39, ""2023-03"": 125.79, ""2023-04"": 118.47, ""2023-05"": 91.06, ""2023-06"": 88.73, ""2023-07"": 97.64, ""2023-08"": 91.4, ""2023-09"": 93.35, ""2023-10"": 92.53, ""2023-11"": 84.92, ""2023-12"": 76.65, ""2024-01"": 78.85, ""2024-02"": 72.4, ""2024-03"": 57.54, ""2024-04"": 47.26, ""2024-05"": 50.27, ""2024-06"": 47.72, ""2024-07"": 39.58, ""2024-08"": 43.56, ""2024-09"": 27.9, ""2024-10"": 24.23, ""2024-11"": 33.15, ""2024-12"": 29.25, ""2025-01"": 22, ""2025-02"": 22.82, ""2025-03"": 19.56, ""2025-04"": 25.7, ""2025-05"": 23.46, ""2021-10-raw"": 165.38, ""2019Q2"": 5.32, ""2019Q3"": 70.5, ""2019Q4"": 152.25, ""2020Q1"": 223.77, ""2020Q2"": 425.66, ""2020Q3"": 580.91, ""2020Q4"": 740, ""2021Q1"": 654.52, ""2021Q2"": 549.02, ""2021Q3"": 539.7, ""2021Q4"": 501.73, ""2022Q1"": 492.19, ""2022Q2"": 433.93, ""2022Q3"": 470.25, ""2022Q4"": 438.1, ""2023Q1"": 374.58, ""2023Q2"": 298.26, ""2023Q3"": 282.38, ""2023Q4"": 254.1, ""2024Q1"": 208.8, ""2024Q2"": 145.26, ""2024Q3"": 111.04, ""2024Q4"": 86.64, ""2025Q1"": 64.38, ""2025Q2"": 49.17}",2025-06-16T21:57:44Z,Framework,15,Hold,29630,New,"ai, artificial-intelligence, data-science, deep-learning, machine-learning, python, pytorch",https://github.com/Lightning-AI/pytorch-lightning
0,0,2024-03-19T06:19:55Z,"<a href=""https://github.com/xdit-project/xDiT"">xdit-project/xDiT</a>: xDiT: A Scalable Inference Engine for Diffusion Transformers (DiTs) with Massive Parallelism",223,[],FALSE,FALSE,,,Apache License 2.0,xdit-project/xDiT,455,0,0,16.27,"{""2024"": 96.17, ""2025"": 55.62, ""2024-05"": 1.44, ""2024-06"": 5.24, ""2024-07"": 10.43, ""2024-08"": 16.5, ""2024-09"": 16.99, ""2024-10"": 16.11, ""2024-11"": 14.49, ""2024-12"": 14.98, ""2025-01"": 15.65, ""2025-02"": 12.74, ""2025-03"": 10.95, ""2025-04"": 8.49, ""2025-05"": 7.78, ""2024Q2"": 6.68, ""2024Q3"": 43.92, ""2024Q4"": 45.57, ""2025Q1"": 39.34, ""2025Q2"": 16.28}",2025-06-10T03:25:39Z,Framework,16,Hold,2027,New,No Topics,https://github.com/xdit-project/xDiT
0,0,2025-04-29T18:28:17Z,"<a href=""https://github.com/llm-d/llm-d"">llm-d/llm-d</a>: llm-d is a Kubernetes-native high-performance distributed LLM inference framework",82,[],FALSE,FALSE,,,Apache License 2.0,llm-d/llm-d,48,0,0,6.44,"{""2025"": 6.44, ""2025-05"": 6.44, ""2025Q2"": 6.44}",2025-06-12T16:21:17Z,Framework,17,Hold,1183,New,No Topics,https://github.com/llm-d/llm-d
0,0,2020-03-14T14:48:31Z,"<a href=""https://github.com/open-mmlab/OpenPCDet"">open-mmlab/OpenPCDet</a>: OpenPCDet Toolbox for LiDAR-based 3D Object Detection.",1367,[],FALSE,FALSE,,,Apache License 2.0,open-mmlab/OpenPCDet,1921,0,0,4.76,"{""2020"": 210.38, ""2021"": 181.88, ""2022"": 269.58, ""2023"": 155.82, ""2024"": 81.6, ""2025"": 15.89, ""2020-03"": 7.59, ""2020-04"": 11.12, ""2020-05"": 13.67, ""2020-06"": 16.24, ""2020-07"": 26.41, ""2020-08"": 34.18, ""2020-09"": 29.68, ""2020-10"": 21.29, ""2020-11"": 27.01, ""2020-12"": 23.2, ""2021-01"": 18.3, ""2021-02"": 14.52, ""2021-03"": 14.16, ""2021-04"": 18.12, ""2021-05"": 17.56, ""2021-06"": 17.46, ""2021-07"": 16, ""2021-08"": 13.58, ""2021-09"": 11.93, ""2021-10"": 13, ""2021-11"": 12.09, ""2021-12"": 20.22, ""2022-01"": 23.45, ""2022-02"": 26.4, ""2022-03"": 33.9, ""2022-04"": 27.89, ""2022-05"": 25.05, ""2022-06"": 19.27, ""2022-07"": 16.58, ""2022-08"": 17.69, ""2022-09"": 21.14, ""2022-10"": 21.09, ""2022-11"": 19.88, ""2022-12"": 17.24, ""2023-01"": 14.98, ""2023-02"": 13.64, ""2023-03"": 11.2, ""2023-04"": 11.85, ""2023-05"": 13.12, ""2023-06"": 16.69, ""2023-07"": 14.22, ""2023-08"": 13.45, ""2023-09"": 12.12, ""2023-10"": 13.92, ""2023-11"": 11.24, ""2023-12"": 9.39, ""2024-01"": 9.51, ""2024-02"": 9.21, ""2024-03"": 11.08, ""2024-04"": 6.84, ""2024-05"": 6.58, ""2024-06"": 5.94, ""2024-07"": 4.21, ""2024-08"": 6.23, ""2024-09"": 7.35, ""2024-10"": 6.03, ""2024-11"": 4.36, ""2024-12"": 4.27, ""2025-01"": 3.71, ""2025-02"": 3.84, ""2025-03"": 3.58, ""2025-04"": 2.39, ""2025-05"": 2.37, ""2021-10-raw"": 7.95, ""2020Q1"": 7.59, ""2020Q2"": 41.03, ""2020Q3"": 90.27, ""2020Q4"": 71.5, ""2021Q1"": 46.97, ""2021Q2"": 53.14, ""2021Q3"": 41.51, ""2021Q4"": 40.26, ""2022Q1"": 83.75, ""2022Q2"": 72.21, ""2022Q3"": 55.41, ""2022Q4"": 58.2, ""2023Q1"": 39.82, ""2023Q2"": 41.66, ""2023Q3"": 39.79, ""2023Q4"": 34.55, ""2024Q1"": 29.8, ""2024Q2"": 19.36, ""2024Q3"": 17.78, ""2024Q4"": 14.65, ""2025Q1"": 11.14, ""2025Q2"": 4.75}",2024-08-08T15:53:32Z,Framework,18,Hold,5063,New,"3d-detection, autonomous-driving, object-detection, point-cloud, pv-rcnn, pytorch",https://github.com/open-mmlab/OpenPCDet
0,0,2018-12-27T23:58:12Z,"<a href=""https://github.com/ludwig-ai/ludwig"">ludwig-ai/ludwig</a>: Low-code framework for building custom LLMs, neural networks, and other AI models",1216,[],FALSE,FALSE,,,Apache License 2.0,ludwig-ai/ludwig,2363,0,0,0.6,"{""2019"": 302.63, ""2020"": 257.1, ""2021"": 246.25, ""2022"": 442.95, ""2023"": 447.81, ""2024"": 128.52, ""2025"": 1.8, ""2019-02"": 27.6, ""2019-03"": 35.96, ""2019-04"": 30.45, ""2019-05"": 28.71, ""2019-06"": 26.99, ""2019-07"": 33.85, ""2019-08"": 29.63, ""2019-09"": 24.25, ""2019-10"": 22.96, ""2019-11"": 21.31, ""2019-12"": 20.91, ""2020-01"": 19.92, ""2020-02"": 16.92, ""2020-03"": 17.34, ""2020-04"": 19.95, ""2020-05"": 19.81, ""2020-06"": 20.48, ""2020-07"": 20.06, ""2020-08"": 19.59, ""2020-09"": 20.36, ""2020-10"": 25.68, ""2020-11"": 31.34, ""2020-12"": 25.66, ""2021-01"": 20.33, ""2021-02"": 17.91, ""2021-03"": 18.13, ""2021-04"": 19.71, ""2021-05"": 15.18, ""2021-06"": 18.31, ""2021-07"": 17.17, ""2021-08"": 18.65, ""2021-09"": 23.07, ""2021-10"": 25, ""2021-11"": 27.18, ""2021-12"": 29.16, ""2022-01"": 28.67, ""2022-02"": 22.73, ""2022-03"": 24.28, ""2022-04"": 29.58, ""2022-05"": 33.04, ""2022-06"": 40.34, ""2022-07"": 42.35, ""2022-08"": 45.84, ""2022-09"": 45.35, ""2022-10"": 43.05, ""2022-11"": 44.56, ""2022-12"": 43.17, ""2023-01"": 45.28, ""2023-02"": 43.17, ""2023-03"": 40.58, ""2023-04"": 40.05, ""2023-05"": 38.47, ""2023-06"": 36.77, ""2023-07"": 32.98, ""2023-08"": 30.45, ""2023-09"": 38.39, ""2023-10"": 41.83, ""2023-11"": 32.43, ""2023-12"": 27.43, ""2024-01"": 31.09, ""2024-02"": 21.48, ""2024-03"": 21.34, ""2024-04"": 16.32, ""2024-05"": 12.45, ""2024-06"": 5.82, ""2024-07"": 6.74, ""2024-08"": 3.09, ""2024-09"": 1.8, ""2024-10"": 3.09, ""2024-11"": 3.57, ""2024-12"": 1.73, ""2025-02"": 0.7, ""2025-03"": 0.5, ""2025-04"": 0.31, ""2025-05"": 0.29, ""2021-10-raw"": 21.44, ""2019Q1"": 63.56, ""2019Q2"": 86.15, ""2019Q3"": 87.74, ""2019Q4"": 65.18, ""2020Q1"": 54.18, ""2020Q2"": 60.24, ""2020Q3"": 60, ""2020Q4"": 82.68, ""2021Q1"": 56.38, ""2021Q2"": 53.2, ""2021Q3"": 58.89, ""2021Q4"": 77.79, ""2022Q1"": 75.67, ""2022Q2"": 102.96, ""2022Q3"": 133.54, ""2022Q4"": 130.78, ""2023Q1"": 129.03, ""2023Q2"": 115.28, ""2023Q3"": 101.81, ""2023Q4"": 101.69, ""2024Q1"": 73.91, ""2024Q2"": 34.59, ""2024Q3"": 11.63, ""2024Q4"": 8.39, ""2025Q1"": 1.2, ""2025Q2"": 0.6}",2025-06-02T20:17:35Z,Framework,19,Hold,11495,New,"computer-vision, data-centric, data-science, deep, deep-learning, deeplearning, fine-tuning, learning, llama, llama2, llm, llm-training, machine-learning, machinelearning, mistral, ml, natural-language, natural-language-processing, neural-network, pytorch",https://github.com/ludwig-ai/ludwig
0,0,2025-06-09T16:22:14Z,"<a href=""https://github.com/GeeeekExplorer/nano-vllm"">GeeeekExplorer/nano-vllm</a>: Nano vLLM",148,[],FALSE,FALSE,,,MIT License,GeeeekExplorer/nano-vllm,7,0,0,0,{},2025-06-15T05:28:47Z,Framework,20,Hold,1488,New,No Topics,https://github.com/GeeeekExplorer/nano-vllm
0,0,2015-04-30T16:21:15Z,"<a href=""https://github.com/apache/mxnet"">apache/mxnet</a>: Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler; for Python, R, Julia, Scala, Go, Javascript and more",6763,[],FALSE,FALSE,,,Apache License 2.0,apache/mxnet,3700,0,0,0,"{""2015"": 254.12, ""2016"": 1468.39, ""2017"": 2391.14, ""2018"": 2390.85, ""2019"": 2279.23, ""2020"": 1519.73, ""2021"": 762.8, ""2022"": 335.46, ""2023"": 32.43, ""2015-06"": 1.7, ""2015-07"": 4.21, ""2015-08"": 6.51, ""2015-09"": 22.14, ""2015-10"": 41.09, ""2015-11"": 73.26, ""2015-12"": 105.21, ""2016-01"": 103.17, ""2016-02"": 93.11, ""2016-03"": 88.79, ""2016-04"": 99.93, ""2016-05"": 120.96, ""2016-06"": 132.66, ""2016-07"": 127.98, ""2016-08"": 137.82, ""2016-09"": 126.24, ""2016-10"": 126.03, ""2016-11"": 141.79, ""2016-12"": 169.91, ""2017-01"": 167.34, ""2017-02"": 178.19, ""2017-03"": 201, ""2017-04"": 202.23, ""2017-05"": 222.66, ""2017-06"": 207.42, ""2017-07"": 204.54, ""2017-08"": 190.18, ""2017-09"": 188.83, ""2017-10"": 199.34, ""2017-11"": 215.2, ""2017-12"": 214.21, ""2018-01"": 205.38, ""2018-02"": 192.03, ""2018-03"": 195.01, ""2018-04"": 205.87, ""2018-05"": 191.64, ""2018-06"": 184.97, ""2018-07"": 202.25, ""2018-08"": 202.43, ""2018-09"": 199.67, ""2018-10"": 204.18, ""2018-11"": 205.24, ""2018-12"": 202.18, ""2019-01"": 192.9, ""2019-02"": 182.26, ""2019-03"": 194.95, ""2019-04"": 202.93, ""2019-05"": 200.73, ""2019-06"": 205.78, ""2019-07"": 219.46, ""2019-08"": 196.45, ""2019-09"": 171.05, ""2019-10"": 184.71, ""2019-11"": 167, ""2019-12"": 161.01, ""2020-01"": 149.19, ""2020-02"": 142.77, ""2020-03"": 143.72, ""2020-04"": 150.48, ""2020-05"": 159.22, ""2020-06"": 134.61, ""2020-07"": 122.78, ""2020-08"": 116.13, ""2020-09"": 109.78, ""2020-10"": 106.96, ""2020-11"": 96.01, ""2020-12"": 88.08, ""2021-01"": 69.54, ""2021-02"": 72.39, ""2021-03"": 72.55, ""2021-04"": 73.7, ""2021-05"": 67.35, ""2021-06"": 65.85, ""2021-07"": 62.24, ""2021-08"": 67.29, ""2021-09"": 58.34, ""2021-10"": 56, ""2021-11"": 53.38, ""2021-12"": 48.29, ""2022-01"": 43.88, ""2022-02"": 42.4, ""2022-03"": 42.87, ""2022-04"": 35.81, ""2022-05"": 35.5, ""2022-06"": 33.02, ""2022-07"": 27.2, ""2022-08"": 28.12, ""2022-09"": 20.16, ""2022-10"": 11.97, ""2022-11"": 8.56, ""2022-12"": 5.97, ""2023-01"": 5.14, ""2023-02"": 7.16, ""2023-03"": 3.28, ""2023-04"": 1.05, ""2023-05"": 2.16, ""2023-06"": 1.78, ""2023-07"": 2.42, ""2023-08"": 2.88, ""2023-09"": 3.62, ""2023-10"": 1.89, ""2023-11"": 1.05, ""2021-10-raw"": 51.88, ""2015Q2"": 1.7, ""2015Q3"": 32.86, ""2015Q4"": 219.56, ""2016Q1"": 285.07, ""2016Q2"": 353.55, ""2016Q3"": 392.05, ""2016Q4"": 437.73, ""2017Q1"": 546.53, ""2017Q2"": 632.31, ""2017Q3"": 583.55, ""2017Q4"": 628.75, ""2018Q1"": 592.42, ""2018Q2"": 582.48, ""2018Q3"": 604.35, ""2018Q4"": 611.6, ""2019Q1"": 570.11, ""2019Q2"": 609.44, ""2019Q3"": 586.96, ""2019Q4"": 512.72, ""2020Q1"": 435.68, ""2020Q2"": 444.32, ""2020Q3"": 348.69, ""2020Q4"": 291.04, ""2021Q1"": 214.48, ""2021Q2"": 206.91, ""2021Q3"": 187.87, ""2021Q4"": 153.55, ""2022Q1"": 129.16, ""2022Q2"": 104.33, ""2022Q3"": 75.48, ""2022Q4"": 26.49, ""2023Q1"": 15.58, ""2023Q2"": 4.99, ""2023Q3"": 8.92, ""2023Q4"": 2.94}",2023-10-25T21:28:33Z,Framework,21,Hold,20809,New,mxnet,https://github.com/apache/mxnet
0,0,2016-12-07T09:39:33Z,"<a href=""https://github.com/llvm/llvm-project"">llvm/llvm-project</a>: The LLVM Project is a collection of modular and reusable compiler and toolchain technologies.",13877,[],FALSE,FALSE,,,Other,llvm/llvm-project,3114,0,0,3720.65,"{""2019"": 38.51, ""2020"": 130.31, ""2021"": 142.67, ""2022"": 4453.12, ""2023"": 7991.01, ""2024"": 20074.69, ""2025"": 9100.5, ""2019-01"": 0.14, ""2019-02"": 0.76, ""2019-03"": 0.79, ""2019-04"": 1.15, ""2019-05"": 1.17, ""2019-06"": 2.25, ""2019-07"": 1.14, ""2019-08"": 0.8, ""2019-09"": 0.46, ""2019-10"": 1.63, ""2019-11"": 4.85, ""2019-12"": 23.35, ""2020-01"": 22.88, ""2020-02"": 27.4, ""2020-03"": 33.53, ""2020-04"": 16.02, ""2020-05"": 7.1, ""2020-06"": 2.81, ""2020-07"": 4.15, ""2020-08"": 1.52, ""2020-09"": 4.1, ""2020-10"": 5, ""2020-11"": 3.75, ""2020-12"": 2.05, ""2021-01"": 2.21, ""2021-02"": 1.89, ""2021-03"": 2.96, ""2021-04"": 2.09, ""2021-05"": 2.47, ""2021-06"": 4.45, ""2021-07"": 4.99, ""2021-08"": 5.36, ""2021-09"": 2.68, ""2021-10"": 19, ""2021-11"": 2.91, ""2021-12"": 106.19, ""2022-01"": 226.51, ""2022-02"": 297.58, ""2022-03"": 343.88, ""2022-04"": 372.91, ""2022-05"": 391.75, ""2022-06"": 401.2, ""2022-07"": 389.86, ""2022-08"": 413.8, ""2022-09"": 400.69, ""2022-10"": 397.97, ""2022-11"": 404.73, ""2022-12"": 412.24, ""2023-01"": 435.28, ""2023-02"": 455.24, ""2023-03"": 472.16, ""2023-04"": 455.17, ""2023-05"": 450.07, ""2023-06"": 445.72, ""2023-07"": 463.47, ""2023-08"": 519.68, ""2023-09"": 815.15, ""2023-10"": 1051.74, ""2023-11"": 1162.84, ""2023-12"": 1264.51, ""2024-01"": 1399.65, ""2024-02"": 1475.34, ""2024-03"": 1571.51, ""2024-04"": 1666.93, ""2024-05"": 1662.73, ""2024-06"": 1657, ""2024-07"": 1717.06, ""2024-08"": 1763.22, ""2024-09"": 1782.05, ""2024-10"": 1800.89, ""2024-11"": 1817.22, ""2024-12"": 1761.1, ""2025-01"": 1816.13, ""2025-02"": 1776.68, ""2025-03"": 1787.05, ""2025-04"": 1851.88, ""2025-05"": 1868.77, ""2021-10-raw"": 4.47, ""2019Q1"": 1.69, ""2019Q2"": 4.57, ""2019Q3"": 2.41, ""2019Q4"": 29.84, ""2020Q1"": 83.81, ""2020Q2"": 25.93, ""2020Q3"": 9.77, ""2020Q4"": 10.79, ""2021Q1"": 7.07, ""2021Q2"": 9, ""2021Q3"": 13.02, ""2021Q4"": 113.57, ""2022Q1"": 867.97, ""2022Q2"": 1165.86, ""2022Q3"": 1204.35, ""2022Q4"": 1214.95, ""2023Q1"": 1362.68, ""2023Q2"": 1350.96, ""2023Q3"": 1798.3, ""2023Q4"": 3479.09, ""2024Q1"": 4446.5, ""2024Q2"": 4986.66, ""2024Q3"": 5262.33, ""2024Q4"": 5379.21, ""2025Q1"": 5379.85, ""2025Q2"": 3720.65}",2025-06-17T06:56:17Z,Platform,1,Adopt,33039,New,No Topics,https://github.com/llvm/llvm-project
